unigram,count
combinatorics’,1
α̂(l(w,1
l(l†k,1
hölder-equivalent,1
α̂(l,1
‘non-uniquely,1
3uw,1
shift-invariance,1
l(α([a,1
π1s2,1
‘teichmüller’,1
max{|α(x)|a,1
ln(l(w,1
a∪a−1,1
w′1uw,1
conceptional,1
uv|b,1
ln(v′,1
l′2n+1,1
13397,1
cézanne,1
ρ2a−→,1
k+1yk+1yk+2,1
semi-groups’,1
z−10,1
superiority,1
w−n)n∈n,1
v|a,1
yny−1r,1
l′′a,1
α(l(x−1x,1
‘already,1
α̂(l([a,1
v|b,1
da(v,1
wuw′,1
l2(ϕ(v,1
∂ϕ2(∂2fm,1
l(l(s,1
an−1b,1
abn−1,1
‘this’,1
w2w′3u,1
·)−1〉-orbit,1
thierry·coulbois@univ-cezanne·fr,1
an−2b2,1
bore,1
normandie-niémen,1
exp(−max{n,1
arnaud·hilion@univ-cezanne·fr,1
biinfinte,1
α(uv)|a,1
α(β(l)†c′)†c,1
sociét,1
"x−1k−m(x,y",1
ρ2a(l,1
α([a,1
l(l2,1
uw′′1w2w,1
z−1−1z−1−2,1
u|a,1
h(yp+1))≤,1
c1-close,1
nk(h(p,1
p0(x0,1
p(bδ(h−p(x0,1
hk(3)=3,1
h−(p+1)(y,1
liousse@math.univ-lille1.fr,1
‖(f,1
p(x0))n,1
f̄k)⊂,1
h−l(y))−,1
δ/c,1
from6,1
f−1(0,1
c1-closed,1
k)n,1
id)‖bmδ(x0)‖,1
919–949,1
ηk/4n,1
λ≤,1
h−p(y)‖,1
fnη,1
η/4n,1
nk-root,1
h−(p+1)(x0)))≤,1
286(3–4,1
guelman†,1
n1,1
-close,1
bmδ(3)⊂,1
id)‖bmδ(x0,1
35(5,1
1395–1403,1
yl‖,1
1817–1827,1
yl)−,1
imerl,1
rw/2,1
dhk(x,1
h−p(y))−,1
3353–3364,1
k-prong,1
bδ(h−(p+1)(x0,1
h−k+1,1
bδ(h−(p0−1)(x0,1
h−1(yp,1
h−l(y)‖,1
h−1(yp)−,1
x0)‖,1
hk‖,1
u(h−p(x0))⊂,1
c1-action,1
877–924,1
loc(x0,1
h−l(y,1
1η,1
id‖bδ(3,1
95(1,1
min{ρ/m,1
yp+1)≤,1
doi:10.1017/etds.2018.23,1
plante’s,1
cs‖x,1
83–85,1
f))⊂o,1
nk,1
nguelman@fing.edu.uy,1
‖f‖v,1
h−p((c,1
2-ball,1
η/2(η/2)≤,1
yp+1‖,1
fη-invariant,1
brw/2(w,1
h−p0(y,1
p(fix,1
fη)⊂,1
−)n,1
uloc(h,1
h−l(x0,1
ingenierı́a,1
c1-diffeomorphism,1
⋂p0−1,1
ρ/2,1
y1)−,1
id‖v,1
bδ(3)⊂,1
id)(x)‖,1
f̄k(x,1
h−(p+1)(y)‖,1
supx∈3∩b,1
hirsch’s,1
bδ(x0)⊂,1
h−(p+1)(y))−,1
p(y)≤,1
η/2k,1
min{rx,1
cwλk,1
c13-diffeomorphism,1
1783–1787,1
yp+1)−,1
f.v‖,1
bmδ(h−p(x0))⊂,1
kη/2(k,1
‖f(x)‖,1
η/4,1
c1-norm,1
x0))→,1
kη/2,1
liousse‡,1
αnk,1
df(x)=dx,1
tf(x)s,1
uloc(x0,1
pedeciba,1
h-minimal,1
y1‖,1
yp+1))≤,1
i.f.u.m,1
−nk,1
f(y))≤,1
h(yp+1,1
vkη,1
lima’s,1
hk)n,1
1))δ,1
211-220,1
domi'nguez,1
2003c:46023,1
4lf(l,1
aihi,1
mr2652598,1
mr1702641,1
lindenst.rauss,1
max(||z£,1
9947-01-02825-2,1
"o<u,u<i",1
"5x{t,x,yn",1
p||jdj,1
hi)i>o,1
vrnw,1
ôy(e/2,1
weakly-closed,1
"py,(t",1
year-old,1
u±ten,1
"ct(b(i,£",1
mr0500056,1
6x{t,1
173-199,1
knaust-odell-schlumprecht,1
en)n>i,1
dist(x„,1
mr928575,1
kerx,1
cttope,1
s{y,1
147-169,1
y£)n,1
a:±en||p,1
yesy,1
sy1,1
x*)n>1,1
"ye,tze",1
"atp,ßp",1
mr1736929,1
347-354,1
2rf,1
c'e(f,1
"5x{t,x",1
j-j,1
21-i\\x\\p,1
ct-er,1
c^t,1
6y(t)+r,1
332-346,1
oin\ßy,1
j{l,1
sy(e/2,1
cazacu,1
d-2,1
d—>00,1
r£(f,1
flt(d,1
8240,1
sf+1k,1
racsam,1
mr770696,1
2002k:46044,1
s)nby,1
ctt°,1
hr(l,1
ain°\jby,1
0<£,1
x>4,1
androulakis,1
"5x(t,x,y",1
fn)n>l,1
95a:46021,1
0t(1,1
nrandriasslu.edu,1
mr1180730,1
0002-9939(2014)12001-6,1
90j:46024,1
ltt,1
to-^er,1
x(l±rl)\\p,1
"dy(y,tx",1
py0,1
by\\by,1
hx\12l[j,1
2008e:46013,1
q~1(s,1
105—126,1
ßp,1
l){v,1
tz£-y£\\>cdor>(ct-e)r,1
z£,1
2l^p,1
59-71,1
683-690,1
d—too,1
73-94,1
743-749,1
91a:46017,1
"5y(t,u",1
c.£,1
10.1112/blms/bdpl08,1
mr3004085,1
y^)n,1
"l,oo)j",1
2747,1
l+<5y(t,1
stanislaw,1
y)>dj,1
2747-2762,1
2~1/pa,1
10.1216/rmjm/1181072759,1
py(e/2,1
"sz{y*,e)<kßx",1
pk(xn,1
"6y(t,u,yn",1
21~p,1
2001f:46011,1
pell,1
sek,1
"p,q)-estimates",1
86e:46015,1
10.1016/0022-247x(91)90153-q,1
27—35,1
q)-estimates,1
2009c:46011,1
mr2601548,1
co-sum,1
311-323,1
dms1101490,1
one-complemented,1
pe(t,1
r/\\y,1
s(ye)<kßx^y,1
supe9sz(x,1
iizn,1
63103,1
10.1007/s000390050108,1
2011d:46044,1
mr1010520,1
xj|p,1
y\\p,1
s'fk,1
901-916,1
"sz(x,e",1
vegard,1
"sx(t,x,y",1
xri)i>n+1,1
ße,1
507-521,1
10.1006/jfan.2002.3924,1
ek)k>i,1
10.1112/s0024611502013400,1
franche-comté,1
181-191,1
2007f:46012,1
x\\p,1
ce~p,1
limqra,1
"sup{dy(tx,ty",1
mr0991453,1
21-k,1
do^do/3,1
k-ß,1
sy(t/\\y,1
139-147,1
"dy(tx,ty",1
dimx/u,1
"sx{t,x,yn",1
torregrosa,1
798-820,1
lim^-xx,1
xn)ß=1,1
ct-e<cdo/3<ct,1
"dy(tx,tx",1
j/±ten,1
10.1216/rmj-1980-10-4-743,1
mr0879413,1
10.1093/qmath/47.1.59,1
mr2427395,1
dominguez,1
tzmw,1
mr1380950,1
finite-codimensional,1
mr2267413,1
mr1837213,1
221-228,1
"y""o",1
lina,1
"m,tze",1
17766,1
10.1007/bf02761159,1
r.x,1
1009786603119,1
2-a-2rj,1
711-746,1
ye-tze,1
weak*-dentability,1
mr1888429,1
t~1(z,1
a£o){by,1
an<i,1
—pjr,1
l^t,1
mr1690211,1
2011d:46020,1
82b:46016,1
a'£{rby,1
dilworthsmath.sc.edu,1
"sx(t,v",1
4i/i,1
3ßx{mff)-pat,1
295-323,1
ivutzarova,1
coram,1
mr2232021,1
"s{y,e",1
£qri,1
"u,vesx",1
te„,1
"lp[0,1",1
qvu,1
»=o,1
gilles.lanciensuniv-fcomte.fr,1
93h:46020,1
mr1934607,1
x||f,1
y||p,1
imlf+y,1
"b(tx,cr",1
"ye,m",1
cdoj,1
weak*-compact,1
x„)^l1,1
10.1007/s00208-006-0771-6,1
£„11,1
"öx(t,x,y",1
pe(l,1
iie«,1
o/co(n,1
tzs,1
94a:46020,1
j/±toera,1
cpdt,1
equal-length,1
£pn,1
by)f,1
equ,1
tze,1
"2^—^-dx(x,x')^j",1
"sy(t,u",1
yn's,1
b(tx,1
sudipta,1
y+tz,1
a'e(rby,1
benavidez,1
inf{a,1
5x(t,1
sm.ooth,1
ßip{ß,1
py(t)+r,1
y)n>i,1
co-dimensional,1
10.4064/sml99-l-5,1
markushevitch,1
"0<u,i><l",1
pk{y,1
2003h:46023,1
29208,1
denkasmath.uiuc.edu,1
supe>0,1
smnpwj,1
"b(ze,r",1
t>x(fl,1
v12lj,1
mr1791140,1
"öx{t,u",1
matuszewska-orlicz,1
10.1007/s00009-008-0145-2,1
doto,1
mr595102,1
sz(a,1
pecdo/3,1
4lj,1
insuring,1
12l,1
"se(s""k",1
mr1204212,1
dim(a/y)<oo,1
iivn,1
"x,dx(x,y",1
73-149,1
6(162,1
q|q_1(s,1
2003a:46064,1
f\[j{all,1
2:m,1
3895—3918,1
weak*-open,1
93b:46018,1
sfbx«,1
umii,1
mr1268081,1
y£^t,1
cdo,1
r)<-a,1
s1t(1,1
ßg,1
öy(t,1
sup2gjg2,1
t^->^rt0,1
97c:46021,1
tp)l^p,1
15-18,1
mr0420226,1
mr1137623,1
2000e:46020,1
ip-sum,1
bx(£jr)<*y(t,1
"sy(t,u,z",1
ty\\-l,1
z£-zn\\>{2-a-2r])pe,1
p\ß<as((k,1
3cdo/3,1
c-d}d>o,1
2000m:46021,1
mr1193134,1
beta,1
10.1007/pl00001638,1
2-path,1
1)gl(2,1
141–190,1
dim(vi)=4,1
173–242,1
"q3]:z2(q−1)/(3,q−1",1
zq−1).o,1
3]:2a4,1
c9-group,1
2)3.s3,1
zq+1).2,1
3.(pω+4,1
2)(2,1
2)-module,1
psl3(3).〈τ〉,1
q3]:gl2(q).o,1
111–129,1
qr(r−1)/20,1
gl2(3)).〈μ〉,1
psu3(2f,1
42:d12,1
dim(vij)=2,1
132:(4,1
"zq+1.z(2,q",1
po9(3,1
7-transitive,1
orbitals’,1
ru-graph,1
pspn(q1/r).c,1
accuracy’,1
ωn(q,1
3].(a4,1
‘re-do,1
4.8.3,1
g2(3f,1
"q3].z2q−1)/z(3,q−1",1
3.5h,1
ng0(p,1
s-arcs,1
z3q2−q+1.3,1
4)arc,1
4-decomposition,1
ω−4,1
d14,1
"n{α,β",1
j3’,1
37.s8,1
"z(q−1,3",1
sp4(q,1
4.3.20,1
pgl2(q).o,1
11:10,1
p2f,1
z2f−1,1
29:28,1
23.pω+2,1
"pm,n−m",1
zmp,1
2)2.2.2,1
1-arc,1
32.33.36.(s4,1
ω+12(3,1
2-path-transitive,1
3]:gl2(q).o,1
z4(q−1)/2.2,1
z3q2+q+1.3,1
li@maths·uwa·edu·au,1
2.((a4,1
43s4,1
"d22(q2+1)/(2,q−1).22.3",1
1)|v,1
t.〈τσ〉,1
"z(qr1−1)/(q1−1)(r,q1−1):zr",1
26]:(3,1
43:14,1
"z(3,q−1",1
sl2(3)4.[23].s4,1
psl4(2m)’,1
q3]:zq−1,1
g|p,1
24.313,1
psp2(q,1
555–563,1
29]:s33,1
q−1.23.s4,1
34:21+4−,1
t.o,1
kleidman’s,1
psl2(9)·2,1
r−m,1
dim(vi)=m,1
pso±2,1
"psun(q),andm",1
2).s4,1
2:(3,1
psl5(2).〈τ〉,1
3).〈τ〉,1
z10:z4,1
psl4(3).〈τ〉,1
q2+1,1
2.a4,1
h0.(g/g0,1
zfp,1
d2(q+1,1
psl4(9,1
psl3(42,1
93]:(z8,1
psl2(2)3.s3,1
8.27.s8,1
psu12(2,1
2.ω+2,1
psl4(5).〈δσ〉,1
gur(q0,1
ωm(q,1
q4]:z2q−1).o.2,1
46–79,1
309–311,1
889–921,1
"psl2(17),d16",1
d18,1
so−2,1
psl2(q)’,1
3511–3529,1
pslm(q,1
psl4(p,1
glm(p,1
su2(2,1
zq2+1.4.〈μ〉,1
4.2.9,1
5-transitive,1
m̂12’,1
"z(qr+1)/((q+1)(r,q+1)):zr",1
psl2(4,1
23.(pω+4,1
psl3(q).o.2,1
28]:s23.2,1
z4q±1.(21+4,1
2t))].psu2(q)t.[(q,1
2.22.2,1
pd−2,1
24+4:32:d8,1
psln(2,1
g2(q).〈τ〉,1
1).(psl2(q,1
845–853,1
pω−n,1
1–71,1
σ1k,1
52:[25,1
1)-arc,1
24.a6.a,1
g2(q).〈μ〉,1
gu8(2)-geometry,1
3d4(3,1
ωr(q,1
zdp:h,1
odd’,1
doppelt,1
math.ucdavis.edu,1
zq−√3q+1.z6,1
4.7.1,1
q2±q+1.(3,1
s-arc-transitive,1
psp4(4).4,1
psl4(2n,1
17:16,1
su2(3,1
vi1⊥vi2⊥vi3,1
q4]:z2q−1.〈μ〉,1
2.(pω+4,1
22.pω+4,1
105–145,1
g-arc-transitive,1
configuration’,1
4-arc,1
"q]:zq−1/(q−1,3",1
33:s4,1
psp4(q).o.2,1
"2(q2+1)/(2,q−1).2",1
24f,1
gu2(2)4.s4,1
zq+√3q+1.z6,1
42:s4.〈μλσ〉,1
297–325,1
9].s4,1
′n.2,1
2)-arc,1
z4(q+1)/2.2,1
‘bestimmung,1
s43.s4,1
pγl3(q)/psl3(q,1
pω−m(q,1
zm:zr,1
math.gr/0703685,1
3+4:32.2,1
gln/2(9).2,1
1-subspace,1
drei’,1
kleidman–liebeck’s,1
q2]:zq−1,1
pω−6,1
n)].pslm(q)t.[(q,1
n)].psum(q)t.[(q,1
222]:s23.〈μ〉,1
q6]:z2q−1).o.2,1
sp2m(q,1
34:2.a24.2,1
zq±√2q+1:z4,1
psln/2(q,1
2)geometry,1
3-decomposition,1
pslr(q1,1
8arc,1
22.[27.32].s3,1
q)-geometry,1
psu2(3,1
7.s8,1
psl2(2)n/2.sn/2,1
3+4.2.(s4,1
sistem,1
37:12,1
29]:5:4,1
z2q2±q+1:sl2(3,1
s-arc-regular,1
33+4:2.s24,1
22+6:33:s3,1
2:4a4,1
quirin,1
"zq−1.z(2,q",1
9]:2.a34.2,1
16–,1
v11⊥v12⊥,1
2.22.3,1
psl4(3)).[22,1
ru’,1
22.pω,1
469–514,1
z8:z2,1
collineation,1
qan+b,1
z42−4+1:z3,1
gu2(2,1
tutte’s,1
psu4(3):2,1
r(r−1)/2,1
psl4(5).〈δτ〉,1
psp2(3)3.22.s3,1
ω3(q,1
q7]:(gl2(q,1
ei(q,1
2)3.22.s3,1
276]:(z26,1
pγl(2,1
6.313,1
2-subspaces,1
32:q8.b,1
q6]:(zq−1,1
s4).〈σδ〉,1
2)4.23.s4,1
4.7b,1
31:30,1
psl3(q).〈στ〉,1
15–19,1
one-regular,1
1-subspaces,1
24]:(3,1
23:s3,1
psln/2(q2,1
42:s4.〈μλ〉,1
psp4(q).〈τ〉,1
2-decomposition,1
39].2s4,1
1)t−1.(psp2(q,1
39]:2.a34.2,1
33]:(z2,1
psl6(3).〈τ〉,1
4.6.8,1
52:gl2(5,1
32.[23.34].2a4,1
4.8.6,1
26:33:s4,1
23].a44.[2,1
z2f−1).o,1
o3(3)-module,1
2-arc,1
q).〈τσ〉,1
3.s33.s3,1
2pgu2(3).2,1
237–243,1
f4(q).〈μ〉,1
4.2.14,1
7]:(gl2(q,1
4.5.8,1
212]:s33.2,1
2t−1].psl2(3)t.[2t−1].st,1
28.a9,1
g0.o,1
4.2.14-4.2.16,1
3.su3(2)2.3.2,1
21–48,1
‘analysing,1
1)rr,1
311].q48.[3,1
3.pω+2,1
2)s4,1
"z(q+1)/(3,q+1)):s3",1
4.3.14,1
23)3,1
"±13,±37(mod",1
z23:(2s4,1
23f,1
‘known’,1
psl5(3,1
su8(2,1
marušič,1
so+2,1
"q3]:z2q−1)/z(3,q−1",1
4.2.10,1
doi:10.1112/plms/pdr004,1
aller,1
psl3(2).〈τ〉,1
psl5(3).〈τ〉,1
44]:(z3,1
f4(2f,1
vi1⊥vi2,1
gf(2n)’,1
6.25.s6,1
σ1kt−1,1
qϕ(p,1
6]:s23,1
24.a6.〈μλ〉,1
a4.a,1
edge-quasiprimitive,1
qe0,1
38].q38.[3,1
4.5.10,1
psu9(2,1
2q3+q±√2q+1.z12,1
t.〈στ〉,1
42:s4,1
q6]:z2q−1.〈μ〉,1
26]:s23,1
ω5(q,1
"pgl2(7),d16",1
psl3(q).o.〈τ〉,1
zq−1,1
m.〈τσ〉,1
su2(q,1
s23.2,1
2s4:2,1
4.3.10,1
4.3.16–4.3.18,1
32):8,1
1)(q30,1
189–199,1
51+4,1
r-local,1
8-transitive,1
21+4,1
q4]:z2q−1.〈σ〉,1
ω±2,1
54].(21+4,1
flesner,1
4.5.3,1
psl4(2).〈τ〉,1
zq+1,1
3)3.24.s3,1
gl6(2,1
zq+1.z6,1
zq4−q2+1:z4,1
ω3(3,1
gld(p,1
827–847,1
‘kantenprimitive,1
gα/g[1]α,1
t.z2k+1,1
gu8(2,1
2p’,1
aut(24,1
g2(3).〈μ〉,1
psl3(q).〈τ〉,1
half-transitive,1
〈u1〉⊥〈u2〉⊥〈u3〉,1
1)/((q,1
207–242,1
http://school.maths.uwa.edu.au/∼li/publication.html/biprimiv4.pdf,1
1)t−1,1
q4]:z2q−1.2,1
3))4.26.s4,1
stockh,1
3.5e,1
zhanghua@maths·uwa·edu·au,1
32:q8.e,1
2):2,1
4.4.14–4.4.17,1
pω7(3,1
32.[37].2s4,1
z3f−1):ze.z2,1
psl2t(2,1
t.〈δσ〉,1
"z(q+1)/(2,q−1",1
op(h0,1
36]:d8,1
z5:z4,1
32:q8.(3,1
5).2,1
othogonal,1
4.4.11,1
sp4(3,1
nγ(α)α,1
211]:(7,1
sp2(3)3.s3,1
"〈k,μλ〉",1
4.8.4,1
291–317,1
liebler,1
q30,1
4.2.15-4.2.16,1
96]:(z8,1
311]:(13,1
gl6(2)-module,1
nauchno-issled,1
o+2,1
ω+2,1
biprimitive,1
38]:gl2(3)2,1
psu4(3).d8,1
2f4(8,1
diag{λ,1
g-edge-primitive,1
o2(h0,1
psl6(2).〈τ〉,1
z(162+16+1)/3:z3,1
71+2:(3,1
q6]:z2q−1.o,1
211]:s3.3,1
psp4(q).〈μ〉,1
q±√2q+1.(4,1
pγl6(2,1
o12(2)module,1
140–158,1
zq2+1.4).〈σ〉,1
41:40,1
"diag{1,−1",1
su3(2):2,1
22+4:s23,1
pω+6,1
f4(4).〈μ〉,1
g2(q).o.2,1
1/(r,1
22+4:3):12,1
4.6.5,1
31+8,1
o3(3)-geometry,1
ω2m+1(q,1
37:18,1
q2n−3,1
subconstituent,1
bssr,1
janko’s,1
3:8,1
gl1(3,1
q8:s3,1
reihe,1
43]:z3.o,1
2.pω,1
1))q,1
23:7:3,1
psl4(q0).a,1
elations’,1
4.4.18,1
pspm(qr).r,1
q2±,1
"z(q−1)/(q−1,3))).o.2",1
gl4(3).2,1
32.su3(2)4.32.2s4,1
4.6.6,1
t.o.〈σ〉,1
"g,gα",1
psl2t(3,1
q8.3,1
32.(3,1
psl2(5,1
γu5(q,1
b)(i,1
"z7:z3,psl2(7",1
s4).〈δ〉,1
q).a4,1
3.su3(2)3.32.s3,1
22.s4,1
pgl3(q).〈τ〉,1
32:q8.2,1
gl6(2)-geometry,1
gu1(2)8.s8,1
721–726,1
22].a34.[2,1
22].(a4,1
2).〈τ〉,1
s33.s3,1
a6.〈μλ〉,1
m9:s3,1
247–268,1
r2.sp2(r,1
z2(q±1):d12.〈μ〉,1
267–269,1
sp8(3)-module,1
gu2(2)-geometry,1
b)(ii,1
131+2,1
gl2(2f,1
62:s3,1
"z(qr−1)/((q−1)(r,q−1)):zr",1
zq4−q2+1.z12.〈μ〉,1
"zq−1/(q−1,3",1
"p2,d−2",1
3):2,1
q4−q2+1.(z12,1
su4(q1/2,1
soc(k)=t,1
q+1.2,1
gl12(3,1
meierfrankenfeld,1
zsigmondy,1
g[1]αβ)γ(γ,1
f4(2).〈μ〉,1
9]:s33,1
359–366,1
4.6.9,1
23:psl3(2,1
psld(p,1
pso+4,1
ω±4,1
b)(iii,1
zp:zp−1/2,1
3.s23.2,1
36]:(z2,1
"q2]:z(q−1)/(q−1,3",1
‘biprimitive,1
42:s3,1
33]:z22,1
"d2(q+1)/(2,q−1",1
d2(2r+1,1
32:q8.a,1
m.〈στ〉,1
38]:(2s4)2.2,1
2t)].psl2(q)t.[(q,1
4.2.15,1
psl2(2)4.s4,1
γu4(q,1
32:4,1
pγln(q)/psln(q,1
34:2.a24.4,1
psln−2(q).(n,1
psp2t(q,1
m.〈δσ〉,1
zq2±q+1.z6.〈μ〉,1
7:6,1
zq8±q7∓q5−q4∓q3±q+1.z30,1
3if,1
pω+4t(p,1
z2q+1:gl2(3,1
q4]:z2q−1.o,1
2.[2,1
71+2,1
273]:(z26,1
4.4.17,1
3|(q,1
67:22,1
o9(3,1
32.[2.36].2a4,1
psu3(4,1
"p2,4",1
s2).〈μ〉,1
malni,1
t.〈μλσ〉,1
http://www.math.msu.edu/meier/preprints/2monster/maxmon.pdf,1
4.6.7,1
gl4(2,1
v11⊥v12,1
3)2.22.2,1
aschbacher’s,1
⊥v33,1
2a4)).2,1
o9(3)-module,1
t.〈μλ〉,1
5).4,1
c4-subgroups,1
8:2,1
z3).o,1
34:23:s4,1
elations,1
3).4,1
mσ1k,1
tng(k)/t,1
441–472,1
4.6.5–4.6.9,1
q2t0,1
24]:gl2(4,1
psl2(2)t.st,1
psum(q,1
210]:s3,1
z3f−1,1
m.o.〈σ〉,1
v21⊥v22,1
psl4(3).〈δτ〉,1
pωm(q,1
377–396,1
275–298,1
‘s-transitive,1
4-subgroup,1
psl6(3).〈δτ〉,1
a2dt2,1
crlu~it~~ull~j,1
gy-orthonormal,1
"x,,,gm",1
557-563,1
s.buyalo,1
k-concave,1
"s""m",1
vol.10,1
e.leuzinger,1
gij(xj,1
s(c2,1
"tl,xj",1
snf,1
dxidxj,1
863-873,1
w7i,1
m,1
ri(j(q,1
ti.o,1
"c)io)[tp,b",1
w)(y,1
g')d,1
span{a,1
r~)yv,1
apq,1
dxdxj,1
dxyv,1
"c21y,a",1
"k(""a",1
ly(y,1
gk(xl,1
i*g,1
v.schroeder,1
"dy(p,q",1
"tp,q(y",1
"i91,g",1
ir~~~i,1
r1(ql,1
tphm,1
ly(v2,1
0cc,1
2blclb,1
"ii""'(bm",1
"xi,gi",1
l(rdt2)(tio,1
r'o,1
wn<a,1
"s,p,))m",1
hm'l+...+m-k+l,1
"s(b2),c2)y",1
ii(bi,1
"x2,92,f2",1
k(y')(a,1
"ui=1,2(ti",1
"s(x),y)y",1
grad(f)l,1
rankh(xi19i,1
ly(vi,1
"gij(t,xj)idxdxi",1
"vp,q",1
s(ci,1
2001k:53074,1
iz2,1
"xigi,,b",1
rankh(x,1
liviviici,1
"ocio)l[b,t",1
y)a,1
wherei,1
bi)y,1
l(r.dt2)(ti0,1
rankh(xi,1
"p),'(q",1
2089-2096,1
b2)y,1
ziller,1
0002-9939(04)07598-7,1
38.99,1
2003e:53045,1
dim9o0y,1
"gkl(t,xl)dxkdx",1
ibli,1
0ci)([tp,1
"ab2,bl",1
ii(xy,1
cll,1
yax)(bl,1
enue,1
ac-dxly,1
gyin,1
x'nl,1
1710c,1
ga-orthonormal,1
r/2(q2,1
ac2-cl,1
q72,1
12c0,1
"g(x,w)g",1
spq))y,1
ocio,1
tph1,1
"m(s,p,q))m",1
unizh,1
7(p,1
rankh,1
8my,1
t(spq,1
ly(c,1
dt21,1
rankh(xigi,1
"gij(t,xj",1
dim(x1,1
tgy,1
l(m(b,1
iim)(bm,1
universitit,1
"k(y,')(ii",1
dzidx,1
r72(p2,1
rankhxi,1
rnl(pl,1
120c)')]2,1
dim(x2,1
ki)m,1
fl)x1(m2,1
x2i1921b2,1
x7i,1
gkl(t,1
70t,1
vschroed@math,1
293-306,1
7ri(j(p,1
"1(p,q",1
nto,1
x2l2,1
l)dxkdx,1
bnc,1
"sm(b),cn",1
"1,""2",1
ci0)l,1
jwc,1
r1(ci,1
vol.130,1
tqh,1
0)o,1
span2,1
r/2(c2,1
q(h1,1
48109-1109,1
t.foertsch,1
2003b:53041,1
"0cc),(172",1
e(bac2-ccl,1
99c:53039,1
2i.e,1
foertsch@math.unizh,1
j*gx,1
"l,resp",1
"t(p,q)(span{t",1
22+2)-dx((i,1
p)(p(q)q,1
"xl,gif",1
yi12,1
φg(t,1
∈3xi,1
bn(x)]}<∞,1
gaujal,1
4393,1
bτ+1(x,1
b`+m,1
bn−2((yi,1
′)⊂,1
τ(x)=−1,1
fn+1(v,1
1146–1166,1
6=i,1
bn−1((xi,1
bm(z′,1
b`(x)→,1
bm+s(y,1
edge-index,1
i([[bm(z,1
π(̃x,1
doi:10.1155/2013/706496,1
bn−1((yi,1
′)=m,1
bn−1(xi,1
bn−1(y,1
bm+1(w,1
b`+m(x,1
doi:10.1017/etds.2013.50,1
edgeindexed,1
0invariant,1
bn−1(z,1
bm+s(x,1
b`+1(xi,1
∩3xi,1
411(7–9,1
since3x,1
gast,1
lim‡,1
φ̄|u,1
bm+1(x)⊂,1
bn(x)→,1
0φ\v,1
bt+1(y,1
kim†,1
0̃,1
1)!l2,1
461–481,1
sub-basis,1
bn−m(x,1
stab0(ẽ,1
′:τ(x,1
nballs,1
h(g(z,1
bm+s+1(x,1
kr+1,1
b(n)≤,1
810–852,1
stab0,1
max{pi,1
b`+n,1
bp+q(y′)⊂,1
max{m([b`(x,1
γ−1g(t,1
abstr,1
brn−1((yi,1
kim2010@dongguk.edu,1
bφg,1
bn−m(y,1
bn−1(yi,1
69(4,1
∈3y,1
non-periodicity,1
•◦,1
ge→,1
gwanak-gu,1
gog−1y,1
bn−m+1(x,1
vili,1
bn−1(x,1
0i\\t,1
m([b`(x,1
neighboringw,1
bt+1(x,1
g−1(y,1
stab0(x̃,1
min{τ(x,1
bm+1(z′,1
brn+1(yi,1
d(g(z,1
443–478,1
0φ\t,1
tessallation,1
t/∼,1
φ0(y,1
b`−1(yi,1
set3x,1
2013-011-942,1
n-branch,1
b`+1(z,1
bn−m+1(y,1
2.9(1,1
bn(ĩ,1
π(x)≤,1
max{bφi,1
bm(y′,1
φ0(i,1
bφ(n)≤,1
bφ(n)≥,1
π(ỹ,1
bn(yi,1
bp−1(y,1
bm+s+1(y,1
‘monoid,1
parenthetically,1
2005g:16057,1
u)(v,1
51#3270,1
1})17j,1
"pp.,http://math.berkeley.edu/∼gbergman/papers/p",1
x−1ux,1
xui)7xu2i,1
‘cofinalities,1
arxiv:math.gr/0403223,1
ux)7u2x∪(xu)7xu2,1
87d:20049,1
http://www.eleves.ens.fr/home/decornul/fhpast3.pdf,1
2172170,1
"cp.{tex,dvi,ps,pdf",1
natural-number-valued,1
‘une,1
‘subgroups’,1
lengthier,1
width’,1
amsterdam/new,1
f−1ab,1
"σ1,σ2",1
zp∞,1
uiuj,1
němec,1
96k:20005,1
‘’,1
2154425,1
20e15,1
α0fn,1
σ0f−1,1
r(vu)−1)r(vu,1
σ2−σ1,1
〈uj,1
isomorphes’,1
σ1)f−1ab,1
"omega:2.{tex,dvi,ps",1
81j:20047,1
92d:20006,1
ui)i∈i,1
réunion,1
α0〈f〉,1
205–216,1
uix)7u2i,1
σ1f−1ab,1
doi:10.1112/s0024609305018308,1
ω1-existentially,1
583–585,1
f−1abc,1
x(yu,1
a763–a766,1
sym(σ2,1
"july2005,16",1
704–719,1
bergman’,1
http://math,1
gbergman@math.berkeley.edu,1
2004i:16002,1
493–522,1
http://mmedia2.kemsu.ru/people/person.xsql.en?aid=122,1
s(ω−(σ1∪...∪σi,1
arxiv:math.gr/0401305,1
51#13058,1
negations,1
‘submonoids’,1
‘classes,1
2000a:20005,1
91a:20005,1
s(ω−(σ1∪...∪σr,1
ux)8xux,1
bashir,1
ui)−1,1
non-perfect,1
uxux)4xux,1
373–394,1
l(g−1,1
arxiv/math.gr/0411466,1
⊕zp2,1
h−1f,1
1})jn,1
99j:20002,1
2006a:20008,1
propres’,1
99b:20007,1
σ1∪σ2,1
r(vu)−1,1
s(ω−σ,1
g(h−1g)−1(h−1f,1
g−1hg)−1h,1
http://shelah.logic.at,1
‘direct,1
fh)h−1,1
abc)−1f,1
sym(σi,1
kepka,1
gadi,1
‘infinite-dimensional,1
